business_id,date,review_id,stars,type,user_id,cool,useful,funny
R8VwdLyvsp9iybNqRvm94g,2008-11-20,DdeLB3snAlRh2qtZVss9LQ,4,review,RknsoxpICgtuuv46uaTpyw,0,0,0
bc-lE-wGVAsUrX-kJhtY-Q,2012-07-13,Cq9HM6xD-y-qA-nKoOOPtA,2,review,d0wJVf7Gv7v1B-HHYhxZtQ,0,2,0
6VRbbNQe5ouWmwsMebUMkg,2010-06-12,2Vykbm0AO1_KjK2XB8W-KA,5,review,p6Os13EIOkUOUK5pzd0-ag,0,0,0
TAlmdEr0RNWZh9IiUS_BLA,2009-03-17,x7_1l-zEcADww6KwO1-LIg,4,review,LiBeWMVMk4pI3hRrsYiAJQ,1,2,1
ItMihRR-t810HgctGofF3g,2011-12-12,hfPUZTSCEACNP8d1FYUKCQ,4,review,hduuRwJpz8gukqbFC26rcA,0,2,0
rZbHg4ACfN3iShdsT47WKQ,2009-12-20,A0-FUf6-Q-NI8iWxF857lQ,5,review,NHAIwjKa8RfSzlwATIsAHA,0,0,0
8ZwO9VuLDWJOXmtAdc7LXQ,2011-03-28,PxcSbgfDs6yBh_6nBeNcQg,3,review,xg4AdOGHFxJyWByFbG8stA,1,2,0
cof7qW-PD0M7Jykclg48oQ,2008-06-10,3zMROSt7HNbyq7Lp-MzaWA,4,review,Cp-PV8rsypbO-xBrQ6KmQg,3,6,4
FGTbFEyNmsPoDoD93T8iSg,2012-10-01,Wke6QDpOcszhU5EHL2bC1w,3,review,jdeNI5TTTuM6mj3HTgstRA,2,3,1
c2_iUhnFqctffbBCSVMEbQ,2009-03-19,T5uA9SW0saB8wuFMs9IsyQ,4,review,r-zwGpl12La0MQn4Jf-2hw,1,2,0
W0eocyGliMbg8NScqERaiA,2011-01-31,yCB0PVMgHBCJYaAN7ZIAzg,5,review,oHn52UJAeJQJxDOob4FEAw,2,6,0
EWMwV5V9BxNs_U6nNVMeqw,2008-05-08,R3Dndbcc0jEAlXyr4JV1EA,5,review,5RxpP2Woo7CpOGUmKgDyAw,3,3,2
VDzgxHjMJj-1nMfJMtcSPQ,2013-01-01,YlAdlU2f1Fumt7U6OGUs0A,2,review,uQcl8Usm1cK9bQYbpXYdiQ,0,2,0
2ceeU8e3nZjaPfGmLwh4kg,2009-10-16,jWvzWKC2AM-enanyY0rOjw,2,review,NMNiUVcUFLPWjQme5Fo6Dg,1,1,1
JhupPnWfNlMJivnWB5druA,2010-12-18,POFRAQRX9UY4BF6faAP0jQ,4,review,-OMlS6yWkYjVldNhC31wYg,0,0,0
KGX7O-_WqOIy9o7u9NOa9A,2010-05-05,mf3osxL0XKEwcJ37tWzOMg,5,review,pcYFt1EjfOizhvRJDiz3AA,1,1,0
luCSjoNQ9q_0QIjKKOy2pQ,2010-08-07,RfpcyW2C579dHixRbwa9XA,4,review,IESg-R-NaG8yQwNdxxftyw,0,0,0
GlfwqH2dY3MKxrRirKeueg,2012-09-18,pXuWwfsLqMhNBRG_MLsBGA,1,review,ur1hCrzqzOLB0vCnjONTzA,1,0,0
R8VwdLyvsp9iybNqRvm94g,2011-08-25,1WupnSzzotzuhjkyl7yTEA,4,review,wB7YiVcqEWyL7arlVLsa-g,0,0,0
Qr232ykh-d73aAKQqfdu8Q,2010-12-28,hAWU7LKCKdeM0lYyYfY3fQ,5,review,ehCtzkedHa4Oq5c0IJ9X8A,0,0,0
NAkRjPhS4yCD5trp0dY-bQ,2012-07-01,5luYHSisIHcx7YtZohJPaQ,1,review,4OFp34tCTh9Pps5nsjt_lw,0,0,2
MHy50GRrcXxMORpF_-kNCA,2008-01-24,INhnWFbTOFOil3Q_Is0RGw,5,review,BX9K5JMU-NnjxJaNKxImpQ,1,2,1
0COaKgRuDzBisc2AxcLzMA,2010-11-28,Q79BryA9gKNujzm39jpDKQ,2,review,a8gpBi7biN9VAoJwKgl3Xw,0,0,0
PoRYjYUSjmeWM1WLsx_45w,2012-07-15,XThJY15-3koNSfynPQTJ_w,4,review,8qSr4B1NJL99rlylewUjOw,0,1,0
qBc36uFI7orWS8NpYZCv_w,2011-02-14,u2OXOYGUcKilQf8ndpbSkw,3,review,thdVzCfKx-DV0zYWqId3pw,0,1,0
UUssRgBCO_riWg3chbv9Zg,2011-12-27,gNepvdQlS4feEB92g33qVw,2,review,VaLglvhXegtW1OMF6_Xfag,0,0,0
byhwHi0lhYdyY5kSpuqoaQ,2012-05-26,PgSPQE9n-c3FqUhmSoJHAw,4,review,h3TnHCqFga0VgPO390PjKA,0,0,0
d-wxvpytpGuvSp8w1M4FzA,2011-02-23,FabrQiKKx83aiG4PNdd_hA,4,review,Zwtx7FLZcK5F2P0-Tz8mHg,0,1,0
R3sbDS0YcJDedSmUjwE48Q,2012-12-29,olF_c_Lv-MCdFrfb6ixILw,5,review,g45j6zxyjTmEy6nhf42o0g,0,0,1
vZBYSQtTbY9MaYu5qNuU8Q,2008-02-01,s6Gx6KvpjEdbNK_yYVSyhw,5,review,17PPxx8RxjOUD_nQZ1aHEw,5,6,11
UAATzhTdfd43S8F0SwXDcw,2012-09-07,jw-Hqj5F0SO33vRhw0W5zA,5,review,JPdGiAA8qNS-9Re2RN5qVA,0,0,0
FGePlnlKXHxBrxYMNGtdAw,2011-03-25,mIhNUhDZqzUM6xstFv7lGg,5,review,eL2AbD_vXdP57eewFH21lQ,2,1,1
LzNJLEIo4gh-X_rmDkNkNg,2012-07-12,yHkvJxOyBbGT3MG-d487zw,4,review,mRAPMBM3dbw8KXNit1aDCw,0,0,1
0lEp4vISRmOXa8Xz2pWhbw,2012-06-12,fm77arZHyksGfjdRoSB5Zg,4,review,wC1CPV5bf--bDLtlhNSPLg,0,0,0
W6TgqysHj-5rFryJ2IIyfQ,2012-02-21,ZosKIEfjUXP64RIg6bCmyg,2,review,k7hlbzPqiyNRDSKDNsevRg,0,0,0
ujLZmyy11g1JHCQTxRA3Dw,2011-09-28,SOUAXFGLrvunLJQNXQcgCA,4,review,RqfHaelhNMn-UpTRnAtw8w,0,1,0
zruUQvFySeXyEd7_rQixBg,2012-03-23,KnBBQ-r_eP9h3MNEBhhNrA,4,review,RgqU8dg9zaSSkwAlyB5Isw,1,2,0
1_WD7kvNQAbscw1c7CFH3A,2012-01-27,WZsnJvHQoXIRlYA0c9XmQQ,5,review,AKfF9LglCfrV6SKoIDgnOA,0,0,1
3Df6ICj0rHROVH4xUlb7Yw,2013-01-04,1lfLTA62ZTVTRoAeXC7EXA,4,review,z5QQGDqErjMKD8XtM00s7g,0,0,0
xmjv8g356v8Qo55ICjG8rg,2009-02-16,hxX_83ihwWyWE_p8mO077w,4,review,0H9ne5frm1GjO6TjUwbxlw,0,0,0
r3r_bAfa6pZKIhQB82FizQ,2009-02-12,-0d1TTyKmgknAYVEDLaqgQ,5,review,htC49ZwXiKNka5cp0GKBfQ,17,16,13
fi5TM0p_6es4QEw8SKRSfw,2010-02-21,hfUpkVDfarhfaogS_Y0YOA,5,review,MBLcbQ_miC1c11cfXQRKoQ,0,0,0
Y_Y91oeUrIwYa18F8ey5NQ,2009-04-14,GOQUvL0xb-Bqj_79TvyudQ,5,review,ZKuevUayT2eqkGNrJm2nAg,3,2,2
xxSq7BBoCwUHnaxMMgF5mg,2012-10-05,LNAnF5YqVMh91A3eSsoVpQ,5,review,q3Fa0PhTGzRl-05fXHIi4g,0,3,0
29hR24tcAM3JZaXfA5xCxQ,2013-01-05,lI8Bo4AMQT7C-zNLgvRasw,4,review,PWtlBs3PCH1l0DdypgEszw,0,1,0
jPsSPQpDd_x1AFw6Ts4wKw,2011-04-15,bcJsF2Snj2SZx2uGZBGJMQ,4,review,My9DUYlhgwARA-6JJ8_Y6Q,0,0,0
Yet-ozuhwfG5NLeLqeKcWg,2011-01-24,sBms4XMlA7ynZoPpfrhM5Q,5,review,GF6IArfVHEFAQmwekt7wug,0,1,0
l1kqHWtICTNk8TdCNisf5A,2011-03-29,x08RjoY6FzKBAqLWIw5psg,5,review,EbnK9Tb1iE8Svz2z-QPxNw,0,2,1
EGiGWZp_zSqdeftiFQ7MbA,2010-04-30,gZV-8mMVVaNx1jwm_7h9HA,3,review,4E_nPWw89FLFHdNsEgMH-g,0,2,0
X5QTGpPfqXFtmtizsGAksw,2011-05-02,oYcKDHrZ8ziPdX9ORRoJUw,4,review,qyy2X0sjuwcikplzdATfGg,0,0,0
_bsTEMjThKNd8CfiHBX6wg,2009-10-06,YWiQJBrXTuSYgkv1y7QaRw,5,review,zS4hmZxiOa7gA5yndaC4EQ,1,1,0
LzNJLEIo4gh-X_rmDkNkNg,2012-02-24,BeTsdc7abK_c6QIZPV3o7g,4,review,Br9mpMhkVunsp8Un5GpYWA,0,0,0
kzZJjm56gG0aSpyA-dS3eA,2011-01-22,2ezengWz-lYIDWRCX5cfPQ,5,review,NlZE2Oir3HLV0XdELgkjcg,0,0,0
GIGI8bJfN6HyPzmEW-QqjA,2010-05-16,TFkWpWEpcioVVV-iKU3fdw,4,review,Kqvfep2mxS10S50FbVDi4Q,1,0,0
M0Ulu3PzwBumgOZJL-6KnQ,2011-03-28,_dO-XDY5X_R0cp53bEGnPA,4,review,ZXTIFYJPsqBDeBaoGKJc_Q,0,0,0
9Vu9KhK2-kBSM-FXvxXGNg,2009-11-11,mD0e-9jhmbG13jNxYcIg7Q,3,review,sALB8-F04S9VcZMF_GkGUA,1,2,1
QHyqYUZ0WdxHYPAenIuLjw,2010-05-18,ZceWozc1QEY0c3K4Xz5HYg,4,review,VcN9i7sPrGSOn4BnpOJ9tQ,0,1,0
18TUn9oiW0k0yB6lheiOvw,2011-09-09,yj_LYhizV601mC2Y9ql55A,5,review,aTi0NVrcPJWbN6jAsJVcAw,0,0,0
d52zg-S0o940WUCK-nNiKw,2009-07-12,HqepGdfaKNmtNmdkkeuJVA,4,review,E-Bd5r6Z3zMGA75_D4IRKw,4,5,5
vwZ15OkVO6PemAe87k0M-Q,2010-12-09,lOYV0P8kCp8ll8bI12nmxQ,2,review,kFhzv2iDyBrqvfMZHt-yYw,0,0,0
YQvg0JCGRFUkb6reMMf3Iw,2011-01-08,mRAbu8Oidt88_MST5GoQTg,4,review,ru6uX6w_ms7B_Q3U7wMYbQ,0,0,0
SLLRCOUiq-WY0nmePLQAYQ,2010-03-20,nTCK1ssbAbyZlAYFJAaZZw,3,review,Hy8FHZmJIRP-WNMjQZqeMw,0,0,0
x4L42igQPv4TFlqGR2Wthg,2012-03-18,r20BS868J_pNak2trwNoqQ,5,review,PimB4yUetjP2ylJGMpK21g,0,0,0
7WGBi29_vj_7RcPVxpLNHA,2007-08-26,YKSDT60LP_Rvmpvj97CFQw,3,review,n1h87EmG_HBlp33v3X_QuA,0,2,0
OE5nAmaSVaopeRS1Cs9Kuw,2009-12-02,CLegdxmPfC1u9IU-r_uGMw,4,review,PQOk3AaaODhSykbqYsSgEg,0,0,0
UuAxFxxabj60OrMFdurShw,2012-12-05,915mO7l6Lmz_vWqfnIgwkg,5,review,6gt6iJB1hiFvSrms5RWxgA,0,0,0
PZv6SPORD9ivj4jwKvGgjQ,2011-02-21,7D_iPgl-pNRJjYq4O9G24w,4,review,Ui00Ci0DO3TCElTJ1rVY6w,0,1,1
eZyqa81qS0LuH0Bv8vfvrw,2008-08-14,bopymn8kouD2GHzrca84cw,5,review,pIuRwWH-mVwJeD1m8W2yng,2,2,0
-3WVw1TNQbPBzaKCaQQ1AQ,2007-01-20,5vaFU2g9t88ge4Fm_JnM2A,3,review,htC49ZwXiKNka5cp0GKBfQ,2,4,1
1eJiyKXx_ruNu6F36BJQCg,2010-10-02,4GN4dKHBVHEMzWyAGkZ6bw,3,review,r8xfTpifZ7gP5Cd5CSQaIQ,0,0,0
91n02N35x38nvR1XH-jOAw,2012-11-03,yG7p1fhb0q8Pz_oUGU834g,3,review,JeBi1WOHYnCW7Jmi3-nrWw,0,0,0
F78kWIJw1PrfS4CbB3qk4g,2008-08-19,G72ULY3aYWnsBh8V3GHnTw,5,review,mym5tXZoZCbuPCYQzI5Ysg,2,3,1
fjHUnUP1Lt-YAbeWUx2LrQ,2010-04-11,JngfXIeZ16IEVs9q05TOaA,3,review,C5N_L46b_EYU_0WQJt3iwA,0,0,0
fLtUF61A5WrKIRIaWlf9wg,2009-07-28,yJhmdViCBXMpPtIwT1UbBg,2,review,ykg3-2C-8Vv3K4mVj1iSfA,1,1,0
t_0576Esa58pcLHCEpj31A,2010-11-14,rHFrTHicKvplYqoAUl__FA,4,review,0Sunr838_CEnkDRSAgaz3Q,0,0,0
HIiVx2mseVWKtx8TKfWC_A,2011-11-12,3mXMYCWEhQMGSaTk7tvTGw,3,review,qQns9dP75RNOWOVWI_ZKZw,0,1,0
XWvht_1ZLdK7EHJ3jo4q0g,2012-05-22,nK6jxzqS5pVVTDYtva_Lew,5,review,nc3cqVN0UuB3m50-CcMftw,1,4,1
Lnohr9bpCbHNsomazXDg-w,2011-07-12,Jp1Qz-v1T8l26EPpYb7Iow,1,review,OCsrk-5wLPhFMMGZUQasrA,0,1,3
jVaujSVCpH9c2qb7XkvpnA,2011-03-22,DrFU7tPfdY-95Pm47r72nA,5,review,n1ZKHhVozfzCDLEgsZTrkQ,0,0,0
NH67MdKaFGNcP-dlu56pyw,2009-02-19,BkTIVrr0ghwYSOIwBmnk0Q,5,review,JnRT9i2d71pY8D8ngzCz9Q,0,1,0
9ziO3NpoNTKHvIKCBFB_fQ,2012-07-29,MsfsufTolTGqp8e1odn0fA,4,review,dVJ_y1NGSA_g6rc-NDDWHQ,1,1,0
3n9mSKySEv3G03YjcU-YOQ,2011-04-09,LgEe0Ryq099i2O8BhK5Nfw,4,review,xg4AdOGHFxJyWByFbG8stA,1,2,0
6P2DqisDHtmD4Lvs2sMP-A,2012-09-09,cY55iO5GK4nsY4-4eCSHyQ,1,review,L8NC1S3O0AgBwrysvG1wfw,0,0,0
dpbY5XypBdeFmo8DsZ-DNQ,2011-12-25,23K_F9_k9LaWI44jw31qDA,5,review,4jZwjy_SE1LOmYFN9IWibA,1,0,0
xsSnuGCCJD4OgWnOZ0zB4A,2011-10-28,8u4Zx8HOdKGIUdFzjqqXFw,3,review,aidmFfjOjpVKD-5L4J6X7w,0,0,0
MXOdsPTLQPsQK9hUq01DWg,2011-02-06,zAlqvp4Jz3ImkkEaUjDuOQ,4,review,6K6GvIJZ_G_luOrVZDwrZw,1,0,0
-d1I0dwtCg1IIjnI3DZ38Q,2010-03-07,PIDUqvrJvHE0dBUYThQwag,3,review,L3XWX_dd8_pYnRSMdppjDg,0,0,0
8lKiCgPn_eonn5CNsffabw,2011-03-27,CIcYQfeXAHpGHcb78HLdJg,2,review,IEFyvGVxFKhYJDyEV5Erog,0,0,0
oajNY_oTIMb7YZsor7Xonw,2007-03-04,8ex-QTfinXgYqxBsjv5dcw,4,review,l53FUDHRHLg7BQ89KgAtxQ,1,2,1
z8eZR3tKIXIo2X9rEd9p2A,2012-12-24,eepsXJKHhETXXU4fFgm8aA,1,review,-yaUMGgbVm1iOG_j8CmBtA,0,2,0
4AKcmN--0hbF0kX9pg8scg,2012-03-11,8RdvpQ1dFAUE8kIZvbtbcw,5,review,ebCOe-Bavz5fYCVL716KIA,0,1,2
GXFGmNCR4jgT8toUBQp2Hg,2010-09-08,8Xt2fKbgEujyRojTmP8tbA,5,review,sALB8-F04S9VcZMF_GkGUA,0,0,0
IMGW6y8wHQCfr_6k-YXg_A,2010-03-07,X6RfPfjHFBkA2UB3QotYSw,4,review,rR5W8Bj-IGu6sw1_1v4m7g,0,1,0
xhwp_bACX0017Qxu8_AVbw,2011-01-02,RlJ_E3O9p9QGjrQEsChm2Q,4,review,VlpwSHJnXruY2nWJMcvg7A,0,0,0
ojjtPlnSmCX1zCzWL7JoNQ,2011-03-28,cHQXswil4gewZ--z-wtc8Q,5,review,hcctCQy3bdZMezrUKkZLtA,0,1,0
Zx8_4zKdDBSO3qGrkukBIA,2012-04-21,0zaH6wDCTDs75jxXnXV51A,5,review,hpuc-b9xxcrOWluFYmCLoA,0,0,0
ss5gVggeSmAgMUeL65UvYw,2012-03-28,OHEPhyLR6NoadE9BlBcPkQ,4,review,vTvxsif_dlYJOtFxS-t2RQ,1,4,0
1NZLxU5WvB5roPFzneAlLw,2008-04-18,MtTbbSSKXimJCjvhEl6BIw,2,review,IdcwNulMu2xQN8JDvm67SA,3,1,5
TsmBNiwMMeb8aRrZs00JBA,2012-01-27,xmXoAQdtynpoI0fQvtQsZA,2,review,PlYBocPQMxzbDWLGIGAa4g,0,0,0
Ih1TGSZyu2Q8htn2JA4tIA,2012-01-03,hw7z9Y1Hvr9sXwKqUxMO3Q,2,review,CuLj9-1BYbK7KkmO2dC7Aw,0,1,1
7Jmri1RCl9Ksmpi5EoIOZQ,2010-10-23,jDfW8sYmK9-JNcZoyY_naA,4,review,nDBly08j5URmrHQ2JCbyiw,1,1,1
jiuXlfRHzpi9DLzdx9yqvQ,2011-11-30,63pmCoLKOMVRBkI-kI4W-Q,1,review,Aj7Gx0gmjb-tX9tJ4IvqKQ,0,0,0
xY1sPHTA2RGVFlh5tZhs9g,2010-04-17,A8LQr-i0lN5x_tts8mwXdg,2,review,XaSDZk_rE3D7WI4EKtXM2Q,0,0,0
O_ZNZDr6c5CsK6GgsKdDeQ,2011-04-25,pKmFVKVA5GQN5dqU8QblAA,4,review,V4VW69mBsRzfa3mLmyBqLQ,0,0,0
XeoeF0twXRV4mUZJgIjc8A,2009-12-29,Lf5qRPFFlsrpT8IN2RYe6w,4,review,w_hcSjqLeSZQL9Rx1UP-Tw,1,0,0
4juYmq_YpvdV8HZ1r0AWBw,2011-07-18,JS6RZ9f1NDo1QcbpEoA-bg,4,review,uNbB1uR4EBhmygUc3IfPAw,1,4,0
CMTDZRDnv_O0rwAvRVbjvg,2010-01-19,U70RIBj0LRe7E68XGsGURg,4,review,8h5EXsiEuK5_igQ0cgxPZQ,1,2,1
tenKOmTRi2rjZAWwNCDv6w,2012-09-22,0UBnLhVxAfBI8e36wTupXA,5,review,ysINNe8YpbOW_-5T5CSyhw,1,2,1
sbD4f8aOsXZ6PJYh1kN4Ag,2011-01-15,47lUbqC14ufZJYEG5-RcOw,3,review,_PzSNcfrCjeBxSLXRoMmgQ,0,0,1
XkNQVTkCEzBrq7OlRHI11Q,2012-08-14,mtKGyWW1YFniTYzIFendBg,3,review,8Uuzc8YpvQgGLeB0X-Ferw,0,1,0
nXKwzVKJCtIGd4HxXgjdnQ,2012-07-24,YR-RzwSMkn5XIcX47kiT_w,4,review,oKzkyfGalJC3-BOeLLCcIw,0,3,0
UIGFrEcoDsw05I1UOrxdOA,2010-06-12,64oFbcXXvvr18fPZi9rREg,2,review,bkRfY8jHdFxf7k8vLX4buA,0,1,0
fJx0N4N0NbyHEeoDU9nH8g,2011-03-12,uGTQAJ9h3WfqoHif_DbDKQ,4,review,04xW5mhSBaCzpjbcf2VSZg,0,1,0
jJhNOhuGpIsJX5SEUFFWYQ,2009-04-11,t9ngnScZDCF1QTkYKGgEsQ,4,review,V1k7XMUX4qHVUi-3IUYzhA,1,1,1
YxLiLBNTm4cOg7OlKKLmVw,2012-01-01,ABF9gU7feK6obdFDeBq0vQ,4,review,bGvtW70L5c2SBp6mwAvqLA,0,0,0
6PQZz7xe2VoWNjhPQhoPjA,2012-02-13,kKGlFLRIgvpil-uRw8CjtA,5,review,aqmtZa9o9K4casagyyfpyA,0,1,0
F8q_9PUl-Lwjj9xIRPArcg,2010-09-07,7X9CV9e3PS_q-a_024kosA,5,review,QiR2X306Yzd9fuJdKDhkGg,3,2,2
uEJQSIjWui-TDWXaGlcqyQ,2010-08-16,BRHJDnT-kLosTfUWhRBQ_w,4,review,hcctCQy3bdZMezrUKkZLtA,0,0,0
sDGjlZV3SqYGWG9BO4ZpMA,2012-04-12,7pDu262vEGm7Avr9QeghAA,1,review,wvsMlpa6U9RV4-_pU4gBJg,0,0,0
L9UYbtAUOcfTgZFimehlXw,2010-08-04,DdGcTKaN7G1TbMZ5rbEWqQ,3,review,DOJM58OkGSsIdk2qCUZnLQ,0,0,0
RMcSaSsKiIRTO-OO-6kW3w,2010-02-03,k1Z_y1mV3of8Jsl0AsibFQ,4,review,VnOtsJ2514YIAd0fM2O8oQ,0,0,0
LM9d5wQcVqh97g7qpCQ88A,2010-04-08,5E83rtbNiOHzRhvBXBpaog,5,review,VcIlVWhLQLlKoHfVhsA97w,0,0,0
XWpkTxBLgRXxl7g2Hw62Qg,2011-08-03,N4fLnV6utcZyMzPraZbOFg,5,review,tueZZgG49lLPMj1gRkM2Ag,0,0,0
hzHyNCc3WijMVOzPcCuRJg,2010-04-03,wUcCDY7qrFPvdi5IJnorFg,4,review,KnutNOkfu5t1XA8rEhiq2Q,0,0,0
IP_1LeKBGA5HYzNQrGqJGQ,2012-04-07,bUry2lOH49ZiLa6689F6Qw,5,review,cRyNICH0mhjxagvSyVr60Q,5,5,0
50cJrzHLMDQiazc-w0V2gA,2011-07-28,1cwNQX4UvihE4ylRyw_eog,1,review,gC9JZOzHYxJd8IxUlzoqtw,0,0,0
pfTwzep_4hRTX_jXoi38cw,2009-11-09,y5WcIWT8SCTX2FfM6zjJtg,1,review,DW15zMg6lrCiSGwo04uWkQ,0,0,0
6Kon3cR5ZEm5rmYKlpcfcw,2007-04-30,wIQ3fPSi6KhB24wmcpO6Ow,5,review,gOvKWYXobX_Pgzsz-K8auA,5,6,3
mhQCxOiqp03qnhGRTtPduw,2012-07-30,ICUGOXjzk8KaV54W0exmDw,5,review,OOxLwlNadygUwL_aG8KnSQ,1,1,1
tZXPhvufHhfejGrRp554Lg,2010-12-20,o6OaLBaDitDYi0HgIl18Bg,2,review,vsXP832M0kOxKpfduD7dWw,5,6,2
e9nN4XxjdHj4qtKCOPq_vg,2011-01-08,twjAkn8Z7OlAemQfZexVrQ,5,review,JNfR68wvXOCt0Toy9OBfDg,1,1,1
j5HLcBru7FEirYJPbKFVWA,2013-01-02,UYn6Kod4ZluHcuMZRG55jA,4,review,M-d7R2GVDqUi8iBaLyXcwg,0,0,0
6dqDSEMDqTA-wNOdWtshUQ,2012-04-14,JGefSV5LTpgH2tC4g-jtVQ,2,review,4aL1FgMljGIuDNksiLVKDw,0,1,0
yhe0HLEd6g-WCxF5rKVF_A,2012-04-20,LZIPa3wJjIZZUw6khjk-zg,4,review,Jw3ocYlfPw3T7g0OknI-lQ,0,0,0
R6aazv8FB-6BeanY3ag8kw,2011-05-10,lS0sRdDgeY0v4TKjjXj-7Q,3,review,x46c5z1ldZHuYcLlrIf1nA,0,0,0
7fdAFixba3JDk0pCCiAx8w,2011-07-16,PO6P1STqxLYNePwM4kvTUg,5,review,gst9ZZo44SwKzg9F1IHpSQ,0,0,0
tqDwpyCB53TiEIv915Tuww,2011-03-18,5LlWXd1r7nnCrSb_RWlU4w,3,review,CC1INHcQo7eM-SST44UnVA,0,1,0
R1ySBCVS2eQf-s0Z4ifIug,2012-04-21,9pHuaXzP6gi_TQX0gnHIqg,2,review,xAVu2pZ6nIvkdHh8vGs84Q,0,1,0
cN6aBxe2mQvrQlzk26LyRQ,2008-05-22,VrYtuGimhq7UqBBmKtkfVw,4,review,0qIsBt4EzBDCKrIviV55Ew,0,1,0
R4zcw0jq-gMgDtPyCjwnew,2012-08-18,W31rbleIX9NdRdkEBdEO_Q,5,review,ZKz2htCNEjDUPqiImJhHrA,0,0,0
1zDCfNgtfyh-Uw8j3JxhHA,2012-11-05,3mz-4BcEktKFjSTPy_Zn9Q,5,review,9F3ZmyGKIA6ALNWgEq3Log,0,0,0
uEJQSIjWui-TDWXaGlcqyQ,2011-05-09,HubRamXEv3IS3pW7x5oteQ,5,review,0q87nf1yJFv0GML2J64Ttg,0,1,0
gUt-pPUpOVVhaCFC8-E4yQ,2011-02-10,Aq6CcDYwQrFtL5nBJ-wHiw,4,review,w6Vv-kldGpmvSGqXvTbAdQ,16,17,17
uEJQSIjWui-TDWXaGlcqyQ,2010-01-13,xh5iJ4WMi3WNGFI2fpawOA,4,review,90a6z--_CUrl84aCzZyPsg,5,6,5
ItMihRR-t810HgctGofF3g,2011-06-18,BK4FpIlwDx2mAhk9qsK3sQ,2,review,2qnz2y_Z1nDo2HqqfxJxSA,0,0,0
4eFIVmbeCvJGCrhzmd-VYA,2010-03-19,hlA2F8tM4UpeIq7Zy9EQ9A,5,review,t79B56n8IeVrMNmM4QU2Ow,2,2,2
Jje3kP5CNasYDSpH0NPRGQ,2010-10-01,OuY0JQ1vSp5-SCVipZgl7A,4,review,J9u2d1P-nr937LGlZ3wmHQ,0,1,0
JDFmfsK_i20VFXbGE1PRVw,2009-08-07,J5zQQjvwo-aodvxtw-HlzQ,2,review,2ARM6NFVciTzV21r7p8jiw,0,0,0
O-Xa9GCFWI65YiBD5Jw_hA,2012-07-03,748rZWrS3ZR4xhhvfGJUcg,5,review,XFLeKAsj3UKv5VPoIQjdIw,0,1,0
FV0BkoGOd3Yu_eJnXY15ZA,2011-02-25,RC6FR0Ov1PWR64a_Hqhzfw,5,review,dEMm29V7ktNHndxwXzhPfA,1,0,0
8cL7aJVKTYmLguzXEAS3Lw,2012-06-15,cnXCw7hxnz1tytLG3y_kTg,4,review,f4_0MTexPnmvuWwjTsR_mQ,0,0,0
D5xdl1REXFeix3y1u-nXLw,2012-01-04,T4L2cqUhhDv7BJSs7wqg5Q,5,review,oXBahXJCXUEATm5IVexw8A,0,1,0
IuAPYzf3NSyfyXYgT46YVA,2010-09-26,sA_wkvAZpt4Hm6AXGecKNA,5,review,AdEy5KAIlMAy8xHyuMQCFg,17,20,10
IykF45RvqD14rudLTDoigA,2008-08-12,MtFe-FuiOmo0vlo16_-tRg,2,review,y9YW-BpDACEGytpX3NaeRw,0,0,0
UU-kkvyX6pyrl_4fK6Qpvg,2011-10-09,sygb6tDxewmncTsLdHFzkA,4,review,61CTpBsZmaYbBO0qOZzROA,0,0,0
_FXql6eVhbM923RdCi94SA,2011-08-26,0GWbPY8bPMehWN73xvuOdg,4,review,omuO9FVYAVRTybkSc4a4fw,0,2,0
J-c25QK8xBqv1P-huUkoTQ,2010-08-27,nAJ0HvYhoUjo5wKMewK7iA,5,review,mqueHx5CFC9IsZxLQb3H9g,0,3,0
GrUh2Jo6sL3wllrtZY4zmg,2012-03-25,oY2weReylq-SmJUp3LBAvQ,3,review,ikm0UCahtK34LbLCEw4YTw,0,1,0
1nhug_rhFFtF9D61X_EVBg,2012-03-12,zcOqzbvDrPY-kJvMMoaGDg,4,review,4lkTIhTuMhLprQprGlTRlA,2,2,2
duHUQFn7K-Ybs1rPI4AOEQ,2012-04-21,-mx37da3WjhatYeOMqz9DA,5,review,7MN4_lEG5yVFTaEHSfJMVg,0,2,0
iWlaj4R-2BTsWR7PwL90BQ,2011-09-29,jhuJCBXos-g3xSWVky-NkQ,1,review,ZcjSjT_7mQOx2LOhYq01bw,0,1,0
7lbvsGKzhjuX3oJtaXJvOg,2012-12-26,uddCuR6lHzMya-U4t6OzXw,5,review,lcu7u9kSWMeSNq6j135BfQ,0,0,0
zofs5Ig8kgvtFyp3ySoSBA,2011-08-12,-ORxBhgPdPF7wAUZMkwJSA,5,review,wEwU88bt18BUf7DhHDRbHw,0,1,0
jJhNOhuGpIsJX5SEUFFWYQ,2010-09-12,eSoWi45YPFQYUz8fN6VdpA,1,review,w225lKHnX3jorkSXWgss0Q,0,1,0
oIkwj10HmUiognO68j7jOg,2009-05-05,hqpTT_eLPiQlb7-77zUo3w,1,review,kBM2vv1yEDqByi5FvucHYw,2,3,2
z3yFuLVrmH-3RJruPEMYKw,2011-07-01,Tx4liSAgZDz9pNTRwXLAEg,5,review,V-gZC7GXA82mYfvWprtYJg,0,0,0
